Word,Count
maximo,5
PASSED,5
ind,5
other,5
Output,5
caracteres,5
verification,5
\"\<DataArray\,5
REFERS,5
uno,5
Modelo,5
INNER,5
cualquier,5
ix[1];,5
\"\</DataArray>"\\,5
\"\Found\,5
sistema,5
\(fwall,mwall);\,5
e,5
Fields,5
//Sizes,5
BETWEEN,5
Vertices,5
2};,5
\format=\"\ascii\"\\,5
llama,5
cadena,5
directly,5
paso,5
Functions,5
volumenes,5
linear,5
HERE,5
MyVector<int>,5
POINTER,5
Debe,5
||,5
y[1];,5
GRADIENTE,5
lados,5
public:,5
Pending,5
All,5
Neighbours,5
refers,5
\Difusion,\,5
partir,5
another,5
GeomField<T>(this->Numberofvals());,5
5,5
Now,5
FUNCTION,5
Puedo,5
connectivity,5
*/,5
coeffs,5
there,5
std::setw,5
grid,5
\>"\\,5
row,5
arg,5
\hola={1,2};\,5
Common,5
norm,5
De,5
final,5
SON,5
this->Boundaryfield()=field->BoundaryField,5
\<<"\cell\,4
Filas,4
start,4
MODIFY!!!,4
baricentro,4
<T>&,4
ENTRADA,4
From,4
neighbor,4
neigbour,4
Recordar,4
value),4
indeed,4
&Rank);,4
dof,4
CALL,4
LOG,4
definicion,4
Laplacian,4
//En,4
positive,4
Returns,4
functions,4
SurfaceField<T>,4
x:,4
polimorfismo,4
SCALAR,4
Write,4
EVALUATE,4
SAME,4
because,4
call,4
\"\<<c<<endl;\,4
MODIFY->,4
donde,4
CORRECT,4
aparte,4
memoria,4
propiedades,4
numbers,4
VolField,4
coeff_an=,4
ret(this->Grid());,4
EQSYS,4
&v),4
Scan,4
up,4
Grid,4
\"\temporary\,4
comun,4
two,4
varios,4
search,4
\"\grad\,4
FILE,4
Sparse,4
\"\<<f\,4
refiere,4
facefi,4
mucho,4
initializer_list<T>&,4
dentro,4
}//Fin,4
O,4
recorro,4
\deallocated"\\,4
CDEqn,4
skip,4
Internal,4
ASSIGN,4
\&p,\,4
\"\Global\,4
su,4
CONVECTION,4
within,4
);,4
[f],4
VECTOR,4
_CC_Fv_Field<Vec3D>,4
Los,4
\cout<<"\Generating\,4
signo,4
\vector,\,4
Abro,4
ORTHOGONAL,4
\"\Value\,4
regions,4
adof<<endl;,4
_Surf_Fv_Field,4
Base,4
areas,4
SCALARS,4
eqn[e].NeighboursIds().size()<<endl;,4
//Is,4
*this;,4
which,4
iterate,4
COPY,4
Lo,4
Mass,4
populate,4
private:,4
freecfd,4
VARIABLES,4
initializer,4
Modify,4
//Check,4
AT,4
//Add,4
iterador,4
push,4
fi_f,4
//THIS,4
eqnsys(VolField.GridPtr->Num_Cells());,4
efectivas,4
NI,4
i++),4
*************************************************************************,4
manually,4
THERMAL,4
GeomField,4
Eqn(const,4
Y,4
//Es,4
public,4
+=,4
cargar,4
Global,4
pongo,4
\std::cout,\,4
SI,4
FUNCION,4
gradiente,4
OPERATORS,4
valid,4
construirla,4
//Constructor,4
8,4
column,4
->,4
initializer_list,4
<number>,4
/,4
\system"\<<endl;\,4
/////////////////////////////////////////////////,4
corresponden,4
(Rank==0),4
Manually,4
Reading,4
Variables,4
runtime,4
meshes,4
SCHEME,4
crucial,4
&(const,4
CONSTRUCTOR,4
(auto,4
Since,4
\"\<<f<<endl;\,4
Newmann,4
defino,4
luego,4
m_Array;,4
\size"\\,4
std::endl,4
going,4
ix[0]=i;,4
bases,4
/////////////////////////,4
Is,4
Archivo,4
term,4
right.Val(c);,4
\modify,\,4
idf,4
Pf,4
\=="\<<\,4
APARTE,4
Flux:,4
<SistCoord>,4
ret(left.Numberofvals());,4
MAKE,4
m_Array.push_back(x);,4
nada,4
eq[2];,4
vecino,4
sistemas,4
range-based,4
WRONG,4
&dofhandler),4
sentido,4
OPERATOR=,4
\div"\<<endl;\,4
\"\operator\,4
FluxSol;,4
primero,4
when,4
\MPI_Comm_rank(MPI_COMM_WORLD,\,4
Assign,4
may,4
cuerpo,4
an;,4
sign,4
izquierda,4
options,4
\Prueba(VolField.Numberofvals(),0.);\,4
yet,4
\"\Assign\,4
asi,4
c2,4
Ya,4
true,4
Veo,4
k(1.);,4
map,4
Devuelvo,4
VALUE,4
P,4
statement,4
\"\patch\,4
tambien,4
Mixed,4
v;,4
\std::right,\,4
debo,4
over,4
ecuaciones,4
sections,4
Double-dot-product,4
--------------------------------------//,4
veo,4
IT,4
CONVIENE,4
NEW,4
n,4
\n,\,4
f=0;f<VolField.GridPtr->Num_Faces();f++),4
specified,4
distinto,4
rant,4
Outer,4
temperatura,4
\"\coeff\,4
Iteration,4
Sum,4
Set,4
\campo,\,3
miro,3
\UDiff,pDiff;\,3
wall,3
evaluation,3
cell[1]<<endl;,3
\cell[(*sit)].nodes.push_back(cellFace((*sit),cf).nodes[2]);\,3
(is,3
incremented,3
explicit,3
containing,3
GeomField<T>(left.Numberofvals());,3
WORK,3
flux),3
context,3
(by,3
vT=interp.Interpolate(T);,3
iteradores,3
cell1,3
vi++;,3
lists,3
RECORRO,3
ECUACIONES,3
solution,3
create,3
store,3
PONER,3
been,3
Uf,3
Busca,3
Val:,3
BY,3
\,\,3
Indica,3
np=grid[gid].np;,3
vez,3
Control,3
direction,3
TASKS,3
\"\[I]\,3
imposing,3
based,3
Delf,3
Solve(UEqn==-FvExp::Grad(p));,3
Estas,3
Archivo::Leer_Campo(int,3
Way,3
phi=phi-FvExp::SnGrad(AUr*p);,3
Grad(p)=(pn-pp)/.,3
\coefficient,\,3
(UEqn),3
input(inputFileName);,3
apply,3
Por,3
COSAS,3
nombre,3
\"\AU\,3
//Declaro,3
ESTA,3
SurfaceField<typename,3
convert,3
BCregion,3
\inwards,\,3
comma,3
\<<"\source"\<<endl;\,3
\m*,\,3
eqnsys.Eqn(cell[0]).Ap()+=coeff_ap;,3
Lee,3
\Val(0)"\\,3
INFORMACION,3
ORDER,3
//Esta,3
\face"\<<endl;\,3
RhieChow,3
RHS),3
SYSTEM,3
//Sum_f,3
\expensive,\,3
//Assign,3
width,3
coeff_ap=,3
OPERADORES,3
several,3
defecto,3
&grid;,3
\"\<<neigh<<endl;\,3
INPUT,3
grid[gid].bcCount=count;,3
colocarle,3
BUILT,3
enc=false;,3
Que,3
nleft,3
int2string,3
//Div(mf)=Div(m´f+m*f)=0,3
PETSC,3
redundant,3
Initially,3
subsection,3
Area,3
CON,3
\this->SetMatVal(adof,dof,0.);\,3
//A,3
FI,3
\"\AU*FvExp::Grad(p)"\<<(AU*FvExp::Grad(p)).Val(0).outstr()<<endl;\,3
\p"\\,3
Init,3
//Puedo,3
\<<"\created"\\,3
needed,3
GridPtr,3
ret,3
vi=0;,3
Interpolated,3
Define,3
necesito,3
parte,3
construyo,3
\caras,\,3
[dof][i]:,3
order,3
GRADIENT,3
numbered,3
sparse,3
argv[1]<<endl;,3
Important:,3
\"\face\,3
punteros,3
\"\f"\<<\,3
sequentially,3
rows,3
DIV,3
//Diffusion,3
\Value"\<<phi.Boundaryfield()._PatchField(p).Val(f).Val()<<endl;\,3
positivo,3
Af,3
\this->SetMatVal(dof,adof,0.);\,3
<Nodo>,3
serves,3
Valores,3
\ret.Val(c,val);\,3
When,3
entrada,3
int[3];,3
referencia,3
cvalues,3
\&left,const\,3
conectividad,3
MALLA,3
\Number"\<<VolField.Grid().Num_Cells()<<endl;\,3
UNA,3
coincident,3
//Have,3
vind=0;vind<ind.size();vind++),3
Refers,3
\Flux,\,3
FIX:,3
&right);,3
inverse,3
_Surf_Fv_Field<T>,3
cuadrada,3
sum,3
X,3
//GeomField<T>,3
adof,3
Last,3
GUARDA,3
//8,3
File,3
ESTOS,3
otra,3
T&);,3
PUEDEN,3
\"\Not\,3
FIELDS,3
2D,3
BEING,3
\&dof,\,3
\"\<<cell[0]<<\,3
\ret->Val(c,val);\,3
orth,3
superficie,3
\"\value\,3
entero,3
\"\<<i\,3
Orth,3
Unary,3
(Simply,3
OPENFOAM,3
enc=true;,3
below,3
clases,3
Index,3
Paso,3
(m*f),3
unique,3
}//End,3
Relation,3
1.;,3
//Flujo,3
interp.Interpolate();,3
ITERATION,3
BEGINS,3
finales,3
explode,3
Sum(-rhof,3
FluxField=,3
added,3
defined,3
char,3
subsections,3
Volume,3
outer,3
iniciales,3
//////////////////////////,3
m,3
\&left,\,3
//vf=vf_,3
igual,3
predictor,3
grad,3
ADD,3
Rank=grid[gid].Rank;,3
deferred,3
Reference,3
long,3
itere,3
Solver,3
const;,3
Modification,3
ALL,3
occurance,3
fijo,3
Grad(p´f)Af,3
\cell[(*sit)].nodes.push_back(cellFace((*sit),cf).nodes[0]);\,3
ESTO,3
way,3
//Where,3
//Scalar,3
////////////////////,3
entire,3
TIME,3
nonzero,3
outwards,3
opposite,3
INSIDE,3
patchfield,3
reading,3
face.Fp().outstr()<<endl;,3
Val,3
leo,3
invariant,3
misma,3
iniciado,3
sirve,3
\//Difusion,\,3
dos,3
symmetric,3
VOLFIELDS,3
compute,3
INSTEAD,3
Overbar,3
\"\neighbour:\,3
Def,3
//Esto,3
left.Numberofvals();,3
SURF,3
Entirely,3
SIMPLE,3
(o,3
NOW,3
Patches,3
\tmp<T>&)"\)\,3
ASSIGNED,3
\"\<<U.Val(0).outstr()<<endl;\,3
\way,\,3
called,3
PREVIOUSLY,3
ensamblar,3
OPERATORS=,3
Interpolate,3
\ni,const\,3
members,3
like,3
THEN,3
DONDE,3
various,3
phi_face=phi_cell0,3
m*,3
\Number"\<<VolField.Grid().Num_Faces()<<endl;\,3
*ret;,3
abre,3
\number,\,3
interno,3
dofhandler.Adj_DoF_Number()[dof];,3
Repeat,3
Virtual,3
\"\attempted\,3
\boundary.."\<<endl;\,3
\vertices"\<<endl;\,3
divergence,3
Update,3
cambio,3
if(FluxField.Val(idface)<0.),3
materials,3
(cellit=;icell<VolField.GridPtr->num_cells;icell++),3
FACE,3
\<<"\FluxField\,3
p´,3
//Tengo,3
<<FluxField.Val(f).Val(),3
\cell[(*sit)].nodes.push_back(cellFace((*sit),cf).nodes[1]);\,3
HAVE,3
std::cout,3
PORQUE,3
empty,3
Calculation,3
//eqnsys.Eqn(face.Cell(0)).Source()+=source;,3
Agrego,3
facenodeCount=3;,3
Con,3
Ubicacion,3
Funcion,3
std::set,3
BCs,3
definitions,3
With,3
//Inicio,3
1.Restore,3
altogether,3
\(Min[-mf,0])\,3
fn=0;fn<facenodeCount;++fn),3
Deberia,3
unsigned,3
argument,3
Falta,3
REFERENCE,3
error,3
Momentum,3
DoF,3
MODELO,3
Celdas,3
\bcond,\,3
bcRegion;,3
//We,3
interior,3
\"\Laplacian,\,3
DOES,3
\BOUNDARY,\,3
Div(m*f)+Div(-rho(DfGrad(p´f)Af)=0,3
NumVecElemFound(std::vector,3
facenodeCount=4;,3
VTK,3
numerical,3
Centered,3
3),3
space,3
\internal,\,3
internos,3
fix,3
\"\Corrected\,3
(!face.Is_Null_Flux_Face()),3
pru2(-FvExp::Grad(p));,3
left.Val(c),3
k,3
too,3
\"\Applying\,3
interpolated,3
CHAMGE,3
Grad,3
\dofhandler.AdjDoF(dof,i);\,3
Function,3
//Can,3
\"\Look\,3
libraries,3
phisical,3
(Grad(p)-Grad_(p)),3
Obtaining,3
\CDEqn.Log("\EqLog.txt"\);\,3
Df,3
Indice,3
rawData,3
val.outstr()<<endl;,3
posición,3
HAGO,3
//Rhie-Chow,3
Another,3
per,3
centers,3
Calculo,3
(ind[vind]==v[vi]),3
eqnsys(VolField.Grid());,3
\OutputFile("\VertexField.vtu"\,vT);\,3
Log,3
entries,3
<<FvExp::Grad(p).Val(0).outstr()<<endl;,3
tmp,3
prescribed,3
distancia,3
ALGORITHM,3
GAUSS,3
KSP,3
Inner,3
Son,3
INCLUDE,3
PENDING,3
grid[gid].maps.face2bc.resize(grid[gid].faceCount);,3
era,3
Nodal,3
DEL,3
\includes,\,3
pasar,3
i=0;i<4;i++),3
////,3
i=0;,3
Solved,3
FvField,3
\innerProduct<Vec3D,\,3
(Df),3
p´),3
//Se,3
\"\U(0)\,3
ATENCION:,3
corresponda,3
INVERTED,3
propiedad,3
ve,3
block,3
m´,3
instead,3
empieza,3
option,3
ecuacion,3
until,3
\Source"\<<endl;\,3
Matrix,3
pn,3
int[4];,3
Faces,3
Const,3
ERROR,3
solve,3
enc_elem=false;,3
Sf,3
\"\End\,3
r=0;,3
\<<"\:\,3
lugar,3
\phi"\<<phi.outstr()<<\,3
//4,3
<<AU.Val(0).outstr()<<endl;,3
generar,3
1:,3
cat,3
==>,3
MODIFY;,3
\EQUAL,\,3
\"\Fp\,3
\x,PetscInt\,3
varList[ov],3
mayores,3
info,3
\up=up*-Dp*Grad(p´_p),\,3
deviatoric,2
Operaciones,2
Finitos,2
Prod,2
4:,2
*nasfile;,2
spider,2
\type=\"\Float32\"\\,2
caddef?,2
OLD,2
MyVector(const,2
SALE,2
(!end),2
(match),2
\"\No\,2
opcion,2
//////////////,2
analisis,2
eqnsys.Num_Eqn()<<endl;,2
T&,2
TEMPLATIZE,2
couldn't,2
>>,2
moved,2
\ie,\,2
\vals"\<<VolField.Numberofvals()<<endl;\,2
Default,2
Face[nf].Vert[0]=v1;Face[nf].Vert[1]=v2;,2
DONE,2
Matrix&,2
Posicion,2
std::vector<Cell_CC>::iterator,2
derivado,2
Et,2
MaxDiff,2
\"\Applied\,2
Not,2
r1),2
Material,2
sizeof,2
<<VolField.Grid().Sf().Val(f).outstr(),2
Changed,2
NUMBER,2
anda,2
required,2
copia,2
Component,2
REF,2
\T,unsigned\,2
cellit;,2
\<int>,\,2
typically,2
primeros,2
MODE_READ,2
this->field[face.Cell(0)].outstr(),2
\"\<<inicie_cells<<endl;\,2
FvExp::SnGrad(p),2
projection,2
particular,2
v(this->matdim);,2
hasta,2
\mesh(input.section("\grid"\,0).get_string("\file"\));\,2
LIKE,2
archivos,2
gets,2
[int],2
\"\Node\,2
Gradpf_,2
AL,2
contenedor,2
unica),2
Finite,2
Fv,2
\"\\n"\;\,2
DERIVE,2
negativo,2
\Scalar,\,2
DERIVADA,2
open,2
openfoam,2
\FatalErrorIn("\FluxSol::tmp<T>::operator=(const\,2
//Look,2
DIMENSIONES,2
Insert,2
colocar,2
&val),2
&eqnsys);,2
gradfio,2
(Nrigh,2
vector<Materials>,2
\maxdif=MaxDiff(r,rant);\,2
tb,2
\"\r"\<<r<<endl;\,2
One,2
\..."\<<endl;\,2
vector<int>(4)),2
modify:,2
Distancia,2
cid=0;,2
\"\<<cvalues[meshp].outstr()<<"\to\,2
<type>,2
rawdata,2
\PETSC_Solver<number,dim>::SetbValues(const\,2
Found,2
\"\<<pf<<endl;\,2
f);,2
ESO,2
//Devuelve,2
busco,2
(a>b)return,2
Endeavor,2
bilineal,2
ENTERs,2
v[i]=val;,2
corresponde,2
AUrf_*(,2
fifo;,2
-1,2
<VolField.ConstGrid().Cell(cell[1]).Num_Neighbours(),2
Relacion,2
forman,2
Center,2
sus,2
simpe,2
Looking,2
enc,2
Vertex_Fv_Field<Scalar>,2
Istream,2
//PetscErrorCode,2
aplico,2
pzitelli@gmail.com,2
Tetrahedra,2
Miembros,2
LLAMEN,2
cadenas,2
pasa,2
doubleLists,2
quad,2
c=0;,2
Constant,2
map<vector,2
\eqn=VolField.ToFaces(cid,flux);\,2
\MatAssemblyBegin(this->A,MAT_FINAL_ASSEMBLY);CHKERRQ(ierr);\,2
\match,\,2
gradT,2
Defined,2
punto,2
check,2
igualar,2
SURFACE,2
takes,2
VELOCIDAD,2
\verts,\,2
gradT=FvExp::Grad(T);,2
(!enc,2
T=TEqn.Field();,2
Elementos,2
agrego,2
Coordenadas,2
nf,2
cvalue,2
TETRA,2
INHERIT,2
ambos,2
phi.Boundaryfield().PatchField(i).ConstValue().outstr()<<endl;,2
tipos,2
1000.0;,2
Operations,2
Celda,2
isotropico,2
w/o,2
Grid),2
CHECKMESH,2
_Vertex,2
S>,2
FluxField.Val(f);,2
whether,2
frontales,2
FvGrid,2
Product,2
MyVector,2
\an"\\,2
cost,2
Inserto,2
Former,2
eqn[0].An()face.Cell(0);,2
hacia,2
tamaño,2
Hodge,2
its,2
MyList(),2
sequence,2
//Changed,2
happens,2
ELEMENTO,2
(fio),2
\get"\\,2
Solve(TEqn);,2
plantilla,2
\"\VolField\,2
comparte,2
grad_fio=r[face.Cell(0)];,2
_PatchField,2
\UEqn=FvImp::Div(phi,\,2
\"\id_face"\\,2
Me,2
CAMPO,2
coloca,2
P/N,2
phi.ToCellCenters(CDEqn);,2
//f-fo,2
(gradfio),2
//_CC_Fv_Field,2
PID,2
Prom(const,2
calculated,2
field),2
pf:,2
\laplacian"\<<endl;\,2
EXTREMOS,2
Archivo::Leer_SistCoord();,2
Passed,2
medio,2
ejemplo,2
parent,2
Assumed,2
determinant,2
gauss,2
\ranges,\,2
Conditions,2
Grid::ReadCGNS,2
Reads,2
Take,2
\"\validpfid:\,2
\OutputFile("\CellField.vtu"\,T);\,2
VOLUMENES,2
Sumo,2
alpha_u*FvExp::SnGrad(pcorr);,2
What,2
FindAllVals(std::vector,2
evitar,2
where,2
POnerlo,2
//Variable,2
\"\<<right.EqnV().size()<<endl;\,2
display,2
Tolerancia,2
do,2
\"\meshp:\,2
differents,2
&vec),2
Neigh,2
entidad,2
cad);,2
estructurada,2
\zones,\,2
entra,2
\cara,\,2
SISTEMA,2
enc;,2
\<<"\\,2
pTraits,2
&b),2
Dual,2
timec=(double),2
<<localncell<<endl;,2
\id:"\\,2
caracter,2
\neighbours"\<<endl;\,2
//facefi,2
\"\Returning\,2
(INTERIORES),2
GRID,2
-FvExp::Grad(p);,2
;,2
estas,2
Sozer,2
boco,2
SOLAS,2
\ap"\\,2
LOG(num_verts),2
CTRIA3leo,2
MANTENERLO,2
nonzeros,2
res+=,2
ToCellCenters(EqnSystem,2
//Search,2
genera,2
obtain,2
quien,2
stencil,2
\argc,\,2
face.Fp()*fieldnc[face.Cell(0)]+(1.0-face.Fp())*fieldnc[face.Cell(1)];,2
Input,2
<<vi,2
plano,2
area,2
vector<vector<int>,2
\"\Created"\\,2
considero,2
ragon,2
//Simply,2
perteneciente,2
--,2
\<<"\extiting"\<<endl;\,2
todas,2
destroyed,2
iv=0;iv<this->Cell(bpelem[bp][el]).Num_Vertex();iv++),2
n=y[0];,2
FVGRID;,2
\Log"\<<endl;\,2
matches,2
AN,2
\(VolField,\,2
//Instead,2
Nastran(cad);,2
///////////////////////////,2
derivadas,2
\"\interpolated\,2
(rank=1),2
inherit,2
\s1,s2;\,2
deciumales,2
NULL,2
fio,2
some,2
restantes,2
THAT,2
related,2
\Faces"\\,2
position,2
<Vec3D>&,2
\"\field\,2
\size"\<<\,2
str,2
\nz,const\,2
f=0;f<r.Grid().Num_Faces();f++),2
\cout<<"\Interpolating\,2
\vec(4,\,2
Solve(pEqn==FvExp::Div(phi));,2
PC,2
list<T>,2
vs,2
skew-symmetric,2
asigno,2
Merge,2
\face,\,2
\type=\"\Int32\"\\,2
<double>,2
coeff_ap=-1.;,2
\"\row\,2
..,2
numeran,2
creo,2
&i)const,2
(or,2
Assume,2
condiciones,2
///////,2
R,2
VolField.Grid().Sf(),2
(),2
FluxSol::Vector,2
file:,2
containers,2
temp,2
(endtime-starttime),2
hacerlo,2
escribir,2
via,2
baricentros,2
----------------------------,2
//los,2
Case,2
//Construyo,2
//Compare,2
//Take,2
_Field<typename,2
changing,2
pcell,2
FACES,2
Cells,2
we'll,2
sugno,2
\VecGetValues(this->b,1,ix,y);\,2
DIVERGENCE,2
5),2
\OutputFile("\VertexField.vtu"\,intphi);\,2
[],2
mu,2
